//source,x,y,destination,x,y

//Region 0

//New Warp spell with formatting and titles
// Yi Bok Yen Village Map 1 Start
166, 11, 49, 165, 7, 1

//Mountain Pass 2-3
166, 20, 5, 167, 1, 14
166, 20, 6, 167, 1, 15
166, 20, 7, 167, 1, 16
166, 20, 8, 167, 1, 17
167, 0, 14, 166, 19, 5
167, 0, 15, 166, 19, 6
167, 0, 16, 166, 19, 7
167, 0, 17, 166, 19, 8

//Mountain Pass 3-4
167, 42, 20, 168, 3, 1
167, 43, 20, 168, 4, 1
168, 3, 0, 167, 42, 19
168, 4, 0, 167, 43, 19

//Mountain Pass 4-5
168, 0, 34, 169, 19, 28
168, 0, 35, 169, 19, 29
168, 0, 36, 169, 19, 30
169, 20, 28, 168, 1, 34
169, 20, 29, 168, 1, 35
169, 20, 30, 168, 1, 36

//Mountain Pass 5-6
169, 0, 34, 170, 15, 33
169, 0, 35, 170, 15, 34
169, 0, 36, 170, 15, 35
169, 0, 37, 170, 15, 36
170, 16, 33, 169, 1, 34
170, 16, 34, 169, 1, 35
170, 16, 35, 169, 1, 36
170, 16, 36, 169, 1, 37

//Mountain pass 6-7backtoprev room
170, 11, 0, 167, 22, 19
170, 12, 0, 167, 23, 19
167, 22, 20, 170, 11, 1
167, 23, 20, 170, 12, 1

//Mountain Pass into cave
167, 22, 8, 171, 7, 25
167, 23, 8, 171, 8, 25
167, 24, 8, 171, 9, 25
171, 7, 26, 167, 22, 9
171, 8, 26, 167, 23, 9
171, 9, 26, 167, 24, 9

//Mountain Pass out to artic
171, 7, 0, 172, 14, 21
171, 8, 0, 172, 15, 21
171, 9, 0, 172, 16, 21
172, 14, 22, 171, 7, 1
172, 15, 22, 171, 8, 1
172, 16, 22, 171, 9, 1
//To artic village
172, 4, 0, 173, 32, 88
172, 5, 0, 173, 33, 88
172, 6, 0, 173, 34, 88
172, 7, 0, 173, 35, 88
172, 8, 0, 173, 36, 88
173, 32, 89, 172, 4, 1
173, 33, 89, 172, 5, 1
173, 34, 89, 172, 6, 1
173, 35, 89, 172, 7, 1
173, 36, 89, 172, 8, 1



//Event
//event
200,	60,	111,	201,	19,	27
200,	61,	111,	201,	20,	27
200,	62,	111,	201,	21,	27
200,	63,	111,	201,	22,	27
//event
201,	19,	28,	200,	60,	112
201,	20,	28,	200,	61,	112
201,	21,	28,	200,	62,	112
201,	22,	28,	200,	63,	112

201,	19,	0,	202,	8,	28
201,	20,	0,	202,	9,	28
201,	21,	0,	202,	10,	28
201,	22,	0,	202,	11,	28
//event
202,	8,	29,	201,	19,	1
202,	9,	29,	201,	20,	1
202,	10,	29,	201,	21,	1
202,	11,	29,	201,	22,	1

//GM
//Dreamweaver
0,	5,	9,	5000,	7,	13
0,	6,	9,	5000,	9,	13
//Dreamweaver storage room
5000,	7,	14,	0,	5,	10
5000,	8,	14,	0,	5,	10
5000,	9,	14,	0,	6,	10

0,	15,	9,	1000,	7,	12
0,	16,	9,	1000,	8,	12
//Dreamweaver office
1000,	7,	13,	0,	15,	10
1000,	8,	13,	0,	16,	10

0,	3,	2,	1001,	25,	13
0,	4,	2,	1001,	25,	13
//Dreamweaver office
1001,	25,	14,	0,	3,	3

//Subpath go outside circle, inside is located in login_map_tile
//To get to Knight's Circle, Go:
//To head outside, Go:
2006,	8,	19,	15,	104,	110
2006,	9,	19,	15,	104,	110
2006,	10,	19,	15,	105,	110
2006,	11,	19,	15,	105,	110
//To get to Gladiator's Circle, Go:
//To head outside, Go:
2007,	8,	19,	82,	18,	6
2007,	9,	19,	82,	19,	6
//To get to Shadow's Circle, Go:
//To head outside: Go:
2008,	8,	19,	37,	4,	52
2008,	9,	19,	37,	4,	52
2008,	10,	19,	37,	4,	52
2008,	11,	19,	37,	4,	52
//To get to Archer's Circle, Go:
//To head outside, Go:
2009,	4,	19,	74,	9,	64
2009,	5,	19,	74,	9,	64
//To get to Elementalist's Circle, Go:
//To head outside, Go:
2010,	8,	19,	74,	92,	66
2010,	9,	19,	74,	92,	66
2010,	10,	19,	74,	93,	66
//To get to Seer's Circle, Go:
//To head outside, Go:
2011,	8,	19,	15,	85,	108
2011,	9,	19,	15,	85,	108
2011,	10,	19,	15,	86,	108
2011,	11,	19,	15,	86,	108
//To head to Druid's circle, Go:
//To head outside, Go:
2012,	8,	19,	74,	54,	102
2012,	9,	19,	74,	54,	102
2012,	10,	19,	74,	55,	102
//To head to Bard's Circle, Go:
//To go outside, Go:
2013,	7,	19,	82,	66,	67
2013,	8,	19,	82,	66,	67
2013,	9,	19,	82,	66,	67
2013,	10,	19,	82,	67,	67
2013,	11,	19,	82,	67,	67
2013,	12,	19,	82,	67,	67

// //Tutorial
//Pinyan Shore > Gihan's House
1,	35,	13,	2,	7,	11
1,	36,	13,	2,	8,	11
//Gihan's House > Pinyan Shore
2,	7,	12,	1,	35,	14
2,	8,	12,	1,	36,	14
//Pinyan Shore > Cavern/Cave
1,	61,	6,	3,	16,	18
1,	62,	6,	3,	17,	18
1,	63,	6,	3,	18,	18
//Cavern > Shore Reverse
3,	16,	19,	1,	61,	7
3,	17,	19,	1,	62,	7
3,	18,	19,	1,	63,	7
//Cavern 1st room > Cavern 2nd ROom
3,	9,	0,	4,	8,	18
3,	10,	0,	4,	9,	18
//Cavern 2nd room > Cavern 1st room
4,	8,	19,	3,	9,	1
4,	9,	19,	3,	10,	1
4,	10,	19,	3,	10,	1

//Northern Pinyan to Path
1,	23,	52,	5,	11,	1
1,	24,	52,	5,	12,	1
1,	25,	52,	5,	13,	1
1,	26,	52,	5,	14,	1
//Back again	
5,	11,	0,	1,	23,	51
5,	12,	0,	1,	24,	51
5,	13,	0,	1,	25,	51
5,	14,	0,	1,	26,	51

//Path to Pinyan to Imperial Village
5,	29,	22,	10,	1,	40
5,	29,	23,	10,	1,	41
5,	29,	24,	10,	1,	42
//Back again	
10,	0,	40,	5,	28,	22
10,	0,	41,	5,	28,	23
10,	0,	42,	5,	28,	24
//Into the Path Temple
10,	15,	14,	7,	13,	17
10,	16,	14,	7,	14,	17
10,	17,	14,	7,	15,	17
//Out of path temple	
7,	13,	18,	10,	15,	15
7,	14,	18,	10,	16,	15
7,	15,	18,	10,	17,	15

//Pinyan Village to Imperial City	
10,	51,	49,	15,	59,	1
10,	52,	49,	15,	59,	1
10,	53,	49,	15,	60,	1
//City to Village
15,	58,	0,	10,	51,	48
15,	59,	0,	10,	51,	48
15,	60,	0,	10,	52,	48
15,	61,	0,	10,	53,	48
//Warrior temple (imperial city)
15,	15,	14,	16,	10,	27
15,	16,	14,	16,	11,	27
//Warr temp go back to city
16,	10,	28,	15,	15,	16
16,	11,	28,	15,	16,	16
//poet temple (imperial city)
15,	118,	74,	19,	10,	27
15,	119,	74,	19,	11,	27
//poet temp go back to city
19,	10,	28,	15,	118,	75
19,	11,	28,	15,	119,	75
//mage temple (imperial city)
15,	125,	19,	18,	5,	27
15,	126,	19,	18,	6,	27
//mage temp go back to city
18,	5,	28,	15,	125,	21
18,	6,	28,	15,	126,	21
//rogue temple (imperial city)
15,	29,	69,	17,	5,	27
15,	30,	69,	17,	6,	27
//rogue temp go back to city
17,	5,	28,	15,	29,	71
17,	6,	28,	15,	29,	71

//east shaman
15,	121,	50,	20,	7,	12
15,	122,	50,	20,	8,	12
//OUT
20,	7,	13,	15,	121,	51
20,	8,	13,	15,	122,	51

//west shaman crypt
15,	9,	115,	22,	5,	2
//OUT
22,	5,	1,	15,	10,	115
22,	4,	1,	15,	10,	115

//Pinyan Seamstress
10,	41,	33,	23,	7,	12
10,	42,	33,	23,	8,	12
//OUT
23,	7,	13,	10,	41,	34
23,	8,	13,	10,	42,	34
//Pinyan Smith
10,	57,	25,	24,	7,	12
10,	58,	25,	24,	8,	12
//OUT
24,	7,	13,	10,	57,	26
24,	8,	13,	10,	58,	26
//Pinyan Inn door1
10,	55,	33,	25,	4,	13
10,	56,	33,	25,	5,	13
//OUT
25,	4,	14,	10,	55,	34
25,	5,	14,	10,	56,	34
//Pinyan Inn door2
10,	58,	33,	25,	11,	13
10,	59,	33,	25,	12,	13
//OUT
25,	11,	14,	10,	58,	34
25,	12,	14,	10,	59,	34
//Pinyan alchemist
10,	43,	26,	32,	7,	12
10,	44,	26,	32,	8,	12
//OUT
32,	7,	13,	10,	43,	27
32,	8,	13,	10,	44,	27

//Eastern Pinyan Forest
10,	69,	38,	27,	1,	35
10,	69,	39,	27,	1,	36
10,	69,	40,	27,	1,	37
//OUT
27,	0,	35,	10,	68,	38
27,	0,	36,	10,	68,	39
27,	0,	37,	10,	68,	40

//Witches wail
27,	21,	10,	28,	1,	45
27,	21,	11,	28,	1,	46
27,	21,	12,	28,	1,	47
//OUT
28,	0,	45,	27,	20,	10
28,	0,	46,	27,	20,	11
28,	0,	47,	27,	20,	12

//Witches hut
28,	7,	8,	29,	8,	11
28,	8,	8,	29,	9,	11
//OUT
29,	8,	12,	28,	7,	9
29,	9,	12,	28,	8,	9

//Imperial Exp Sell
15,	40,	12,	70,	9,	22
15,	41,	12,	70,	10,	22
//event
70,	9,	23,	15,	40,	13
70,	10,	23,	15,	41,	13

// Han Woodworking Map 1 Start
179, 10, 13, 15, 115, 99
179, 11, 13, 15, 116, 99
// Imperial City of Han Map 2 Start
15, 115, 98, 179, 10, 12
15, 116, 98, 179, 11, 12

//Imperial Salon
//15,	80,	84,	26,	8,	11 old
//15,	81,	84,	26,	9,	11
15,	40,	81,	26,	8,	11
//OUT
26,	8,	12,	15,	40,	82
26,	9,	12,	15,	40,	82

//Han inn
15,	73,	54,	39,	6,	13
15,	74,	54,	39,	7,	13
15,	76,	54,	39,	12,	13
15,	77,	54,	39,	13,	13
//OUT
39,	6,	14,	15,	73,	55
39,	7,	14,	15,	74,	55
39,	12,	14,	15,	76,	55
39,	13,	14,	15,	77,	55

// Imperial City of Han Map 1 Start
15, 83, 116, 178, 15, 24
15, 84, 116, 178, 16, 24
15, 85, 116, 178, 16, 24
// Han Theatre Map 2 Start
178, 15, 25, 15, 83, 117
178, 16, 25, 15, 84, 117
178, 16, 25, 15, 85, 117

//Han alchemist
15,	90,	82,	40,	7,	12
15,	91,	82,	40,	8,	12
//OUT
40,	7,	13,	15,	90,	83
40,	8,	13,	15,	91,	83

//Han clothcraft
15,	66,	78,	44,	7,	12
15,	67,	78,	44,	8,	12
//OUT
44,	7,	13,	15,	66,	79
44,	8,	13,	15,	67,	79

//Han seamstress
15,	60,	74,	43,	4,	12
15,	61,	74,	43,	5,	12
//OUT
43,	4,	13,	15,	60,	75
43,	5,	13,	15,	61,	75

//Han smelting/mining
15,	88,	69,	42,	12,	12
15,	89,	69,	42,	13,	12
//OUT
42,	12,	13,	15,	88,	70
42,	13,	13,	15,	89,	70

//Han smith
15,	79,	67,	41,	7,	12
15,	80,	67,	41,	8,	12
//OUT
41,	7,	13,	15,	79,	68
41,	8,	13,	15,	80,	68

//Han messenger
15,	61,	54,	45,	10,	12
15,	62,	54,	45,	11,	12
//OUT
45,	10,	13,	15,	61,	55
45,	11,	13,	15,	62,	55

//Han Cooks
15,	92,	43,	46,	7,	12
15,	93,	43,	46,	8,	12
15,	98,	43,	46,	26,	12
15,	99,	43,	46,	27,	12
//OUT
46,	7,	13,	15,	92,	44
46,	8,	13,	15,	93,	44
46,	26,	13,	15,	98,	44
46,	27,	13,	15,	99,	44

//Imperial Palace
15,	60,	111,	30,	19,	27
15,	61,	111,	30,	20,	27
15,	62,	111,	30,	21,	27
15,	63,	111,	30,	22,	27
//OUT
30,	19,	28,	15,	60,	112
30,	20,	28,	15,	61,	112
30,	21,	28,	15,	62,	112
30,	22,	28,	15,	63,	112
//Palace to Barracks (clan)
30,	44,	17,	68,	4,	27
30,	45,	17,	68,	5,	27
68,	4,	28,	30,	44,	18
68,	5,	28,	30,	45,	18
//Palace to palace garden
30,	0,	24,	6,	21,	44
30,	0,	25,	6,	21,	45
30,	0,	26,	6,	21,	46
6,	22,	44,	30,	1,	24
6,	22,	45,	30,	1,	25
6,	22,	46,	30,	1,	26
//Palace garden Bridges
6,	10,	43,	6,	10,	36
6,	11,	43,	6,	11,	36
6,	12,	43,	6,	12,	36
6,	10,	37,	6,	10,	44
6,	11,	37,	6,	11,	44
6,	12,	37,	6,	12,	44
//
6,	10,	18,	6,	10,	11
6,	11,	18,	6,	11,	11
6,	12,	18,	6,	12,	11
6,	10,	12,	6,	10,	19
6,	11,	12,	6,	11,	19
6,	12,	12,	6,	12,	19
//Imperial Palace LibrarY
159,	20,	11,	15,	40,	119
159,	21,	11,	15,	41,	119
159,	22,	11,	15,	42,	119
159,	23,	11,	15,	43,	119
//BACK
15,	40,	118,	159,	20,	10
15,	41,	118,	159,	21,	10
15,	42,	118,	159,	22,	10
15,	43,	118,	159,	23,	10
//To Eng's Study
159,	38,	2,	160,	7,	12
159,	39,	2,	160,	8,	12
//BACK
160,	7,	13,	159,	38,	3
160,	8,	13,	159,	39,	3
//To Scholars's Study
159,	23,	2,	161,	12,	26
159,	24,	2,	161,	13,	26
//BACK
161,	12,	27,	159,	23,	3
161,	13,	27,	159,	24,	3

//To Throne ROom
30,	18,	0,	176,	12,	48
30,	19,	0,	176,	13,	48
30,	20,	0,	176,	14,	48
30,	21,	0,	176,	15,	48
30,	22,	0,	176,	16,	48
//BACK
176,	12,	49,	30,	18,	1
176,	13,	49,	30,	19,	1
176,	14,	49,	30,	20,	1
176,	15,	49,	30,	21,	1
176,	16,	49,	30,	22,	1

//Cherry Blossom Chapel (han)
15,	25,	43,	69,	9,	22
15,	26,	43,	69,	10,	22
//Out of chapel
69,	9,	23,	15,	25,	44
69,	10,	23,	15,	26,	44
//Cherry Blossom Chapel (han) to roof
69,	1,	7,	15,	22,	38
69,	18,	7,	15,	29,	38
//Out of chapel
15,	23,	38,	69,	2,	7
15,	28,	38,	69,	17,	7

//worship or shrines (han)
//poet
15,	120,	69,	266,	17,	17
15,	121,	69,	266,	18,	17
//Out of chapel
266,	17,	18,	15,	120,	70
266,	18,	18,	15,	121,	70
//mage
15,	116,	27,	265,	17,	17
15,	117,	27,	265,	18,	17
15,	118,	27,	265,	18,	17
//Out of chapel
265,	17,	18,	15,	116,	28
265,	18,	18,	15,	117,	28
//warrior
15,	21,	19,	263,	17,	17
15,	22,	19,	263,	18,	17
//Out of chapel
263,	17,	18,	15,	21,	20
263,	18,	18,	15,	22,	20
//rogue
15,	21,	66,	264,	17,	17
15,	22,	66,	264,	18,	17
//Out of chapel
264,	17,	18,	15,	21,	67
264,	18,	18,	15,	22,	67


//Han Storehouse
15,	109,	92,	174,	7,	12
15,	110,	92,	174,	8,	12
//OUT
174,	7,	13,	15,	109,	93
174,	8,	13,	15,	110,	93
175,	7,	13,	174,	10,	3
175,	8,	13,	174,	11,	3

//Imperial jousting
30,	3,	9,	162,	12,	28
30,	4,	9,	162,	13,	28
30,	5,	9,	162,	14,	28
//OUT
162,	12,	29,	30,	3,	10
162,	13,	29,	30,	4,	10
162,	14,	29,	30,	5,	10

//Palace basement
//30,	11,	11,	31,	5,	4
//30,	11,	12,	31,	5,	5
//30,	20,	11,	31,	22,	4
//30,	20,	12,	31,	22,	5
//OUT
//31,	6,	4,	30,	14,	12
//31,	6,	5,	30,	14,	12
//31,	21,	4,	30,	17,	12
//31,	21,	5,	30,	17,	12

// Imperial City of Han Map 1 Start
15, 43, 46, 85, 8, 12
15, 44, 46, 85, 9, 12
// Han River-market Map 2 Start
85, 8, 13, 15, 43, 47
85, 9, 13, 15, 44, 47

//Han Jail
15,	134,	106,	73,	14,	18
15,	135,	106,	73,	15,	18
//OUT
73,	14,	19,	15,	134,	107
73,	15,	19,	15,	135,	107

//Han Jail
30,	12,	2,	72,	7,	17
30,	13,	2,	72,	8,	17
//OUT
72,	7,	18,	30,	12,	3
72,	8,	18,	30,	13,	3

//Vogt Forest
15,	60,	144,	74,	42,	1
15,	61,	144,	74,	43,	1
15,	62,	144,	74,	44,	1
15,	63,	144,	74,	45,	1
//OUT
74,	42,	0,	15,	60,	143
74,	43,	0,	15,	61,	143
74,	44,	0,	15,	62,	143
74,	45,	0,	15,	63,	143
//Flora Cave
74,	79,	23,	101,	3,	28
74,	80,	23,	101,	4,	28
//OUT
101,	2,	29,	74,	79,	24
101,	3,	29,	74,	79,	24
101,	4,	29,	74,	79,	24
101,	5,	29,	74,	80,	24
101,	6,	29,	74,	80,	24
//Flora Cave rm1-2
101,	0,	12,	102,	28,	7
101,	0,	13,	102,	28,	8
101,	0,	14,	102,	28,	9
//OUT
102,	29,	7,	101,	1,	12
102,	29,	8,	101,	1,	13
102,	29,	9,	101,	1,	14
//Flora Cave rm2-3
102,	0,	28,	103,	38,	21
102,	0,	29,	103,	38,	22
102,	0,	30,	103,	38,	23
//OUT
103,	39,	21,	102,	1,	28
103,	39,	22,	102,	1,	29
103,	39,	23,	102,	1,	30
//Flora Cave rm2-4
102,	5,	39,	104,	10,	1
102,	6,	39,	104,	11,	1
102,	7,	39,	104,	12,	1
//OUT
104,	10,	0,	102,	5,	38
104,	11,	0,	102,	6,	38
104,	12,	0,	102,	7,	38
//Serpent Cave
//rm2-4
74,	57,	36,	111,	5,	25
//OUT
111,	5,	26,	74,	57,	37
//serpent rm1-2
111,	13,	1,	112,	7,	19
//OUT
112,	7,	20,	111,	13,	2
//serpent rm2-3
112,	2,	4,	113,	18,	17
//OUT
113,	18,	18,	112,	2,	5
//serpent rm3-4
113,	15,	1,	114,	2,	12
//OUT
114,	2,	13,	113,	15,	2
//serpent rm4-5
114,	2,	2,	115,	9,	4
//OUT
115,	9,	5,	114,	2,	3
//serpent rm5-6
115,	3,	10,	116,	19,	20
//OUT
116,	19,	21,	115,	3,	11
//serpent rm6-7
116,	28,	4,	117,	18,	17
//OUT
117,	18,	18,	116,	28,	5
//Serpent rm7-8
117,	13,	1,	118,	5,	17
//OUT
118,	5,	18,	117,	13,	2

//Boar Cave
15,	77,	24,	33,	24,	48
15,	78,	24,	33,	26,	48
//OUT
33,	24,	49,	15,	77,	25
33,	25,	49,	15,	77,	25
33,	26,	49,	15,	78,	25
Room2
33,	38,	1,	34,	4,	33
33,	39,	1,	34,	5,	33
//OUT
34,	4,	34,	33,	38,	2
34,	5,	34,	33,	39,	2
Room3
34,	16,	1,	35,	15,	30
34,	17,	1,	35,	16,	30
//OUT
35,	15,	31,	34,	16,	2
35,	16,	31,	34,	17,	2
Room4
35,	4,	1,	36,	16,	28
35,	5,	1,	36,	17,	28
//OUT
36,	16,	29,	35,	4,	2
36,	17,	29,	35,	5,	2


//Stone Arena
//15,	93,	24,	7000,	11,	15
//15,	94,	24,	7000,	12,	15
//OUT
//7000,	11,	16,	15,	93,	26
//7000,	12,	16,	15,	94,	26
//Stone Arena to Tower Battle
7000,	9,	2,	7007,	4,	12
7000,	10,	2,	7007,	5,	12
//OUT
7007,	4,	13,	7000,	9,	3
7007,	5,	13,	7000,	10,	3

//Stone Arena to Elixir war
7000,	13,	2,	7009,	11,	12
7000,	14,	2,	7009,	12,	12
//OUT
7009,	11,	13,	7000,	13,	3
7009,	12,	13,	7000,	14,	3

//Stone Arena to Carnage
7000,	5,	2,	7039,	11,	12
7000,	6,	2,	7039,	12,	12
//OUT
7039,	11,	13,	7000,	5,	3
7039,	12,	13,	7000,	6,	3

//Stone Arena
15,	93,	24,	7000,	11,	15
15,	94,	24,	7000,	12,	15
//OUT
7000,	11,	16,	15,	93,	26
7000,	12,	16,	15,	94,	26
//Stone arena to pit
7000,	23,	7,	400,	1,	7
7000,	23,	8,	400,	1,	8
7000,	23,	9,	400,	1,	9
//OUT
400,	0,	7,	7000,	22,	7
400,	0,	8,	7000,	22,	8
400,	0,	9,	7000,	22,	9

//Stone arena to bomb
7000,	0,	7,	7041,	18,	8
7000,	0,	8,	7041,	18,	9
7000,	0,	9,	7041,	18,	10
7000,	0,	10,	7041,	18,	11
//OUT
7041,	19,	8,	7000,	1,	7
7041,	19,	9,	7000,	1,	8
7041,	19,	10,	7000,	1,	9
7041,	19,	11,	7000,	1,	10

//Dor Nalan Wilds
15,	144,	44,	37,	1,	19
15,	144,	45,	37,	1,	20
15,	144,	46,	37,	1,	21
//OUT
37,	0,	19,	15,	143,	44
37,	0,	20,	15,	143,	45
37,	0,	21,	15,	143,	46

//Dor Nalan Wilds to kalbog forest
37,	12,	0,	47,	11,	43
37,	13,	0,	47,	12,	43
37,	14,	0,	47,	13,	43
